"","Wavelength","Class","Wavenumbers","Intensitive","Sample"
"86",1138,"Arabica",1138.646,34.492991,"1"
"87",1142,"Arabica",1142.506,34.01724021,"1"
"88",1146,"Arabica",1146.366,33.45268157,"1"
"89",1150,"Arabica",1150.226,34.18361987,"1"
"90",1154,"Arabica",1154.086,36.21592365,"1"
"91",1157,"Arabica",1157.946,36.2395838,"1"
"92",1161,"Arabica",1161.806,36.58756548,"1"
"93",1165,"Arabica",1165.666,36.04434105,"1"
"94",1169,"Arabica",1169.526,35.02545171,"1"
"95",1173,"Arabica",1173.386,34.77056477,"1"
"96",1177,"Arabica",1177.246,33.88634362,"1"
"97",1181,"Arabica",1181.106,34.51077547,"1"
"98",1184,"Arabica",1184.966,34.78630242,"1"
"99",1188,"Arabica",1188.826,34.57303902,"1"
"100",1192,"Arabica",1192.686,34.79388855,"1"
"101",1196,"Arabica",1196.546,33.54543995,"1"
"102",1200,"Arabica",1200.406,33.16820871,"1"
"103",1204,"Arabica",1204.266,33.29828228,"1"
"104",1208,"Arabica",1208.126,32.67707096,"1"
"105",1211,"Arabica",1211.986,32.37783376,"1"
"106",1215,"Arabica",1215.846,31.95426985,"1"
"107",1219,"Arabica",1219.706,32.0272184,"1"
"108",1223,"Arabica",1223.566,31.73812945,"1"
"109",1227,"Arabica",1227.426,30.97250963,"1"
"110",1231,"Arabica",1231.286,31.27157506,"1"
"111",1235,"Arabica",1235.146,32.5101617,"1"
"112",1239,"Arabica",1239.006,33.63406173,"1"
"113",1242,"Arabica",1242.866,33.86633341,"1"
"114",1246,"Arabica",1246.726,34.25639666,"1"
"115",1250,"Arabica",1250.586,34.37323028,"1"
"116",1254,"Arabica",1254.446,34.66123856,"1"
"117",1258,"Arabica",1258.306,35.20683188,"1"
"118",1262,"Arabica",1262.166,35.85651267,"1"
"119",1266,"Arabica",1266.026,36.24117259,"1"
"120",1269,"Arabica",1269.886,36.83027167,"1"
"121",1273,"Arabica",1273.746,38.5730213,"1"
"122",1277,"Arabica",1277.606,38.21445481,"1"
"123",1281,"Arabica",1281.466,38.10782669,"1"
"124",1285,"Arabica",1285.326,39.00268274,"1"
"125",1289,"Arabica",1289.186,38.62704746,"1"
"126",1293,"Arabica",1293.046,38.04744536,"1"
"127",1296,"Arabica",1296.906,37.41328036,"1"
"128",1300,"Arabica",1300.766,36.38949582,"1"
"129",1304,"Arabica",1304.626,35.77736639,"1"
"130",1308,"Arabica",1308.486,34.98004942,"1"
"131",1312,"Arabica",1312.346,33.90388477,"1"
"132",1316,"Arabica",1316.206,33.37044358,"1"
"133",1320,"Arabica",1320.066,33.49299543,"1"
"134",1323,"Arabica",1323.926,33.3160095,"1"
"135",1327,"Arabica",1327.786,32.69021787,"1"
"136",1331,"Arabica",1331.646,32.47633184,"1"
"137",1335,"Arabica",1335.506,32.85425728,"1"
"138",1339,"Arabica",1339.366,33.05745115,"1"
"139",1343,"Arabica",1343.226,32.45577055,"1"
"140",1347,"Arabica",1347.086,32.76627244,"1"
"141",1350,"Arabica",1350.946,33.12662095,"1"
"142",1354,"Arabica",1354.806,32.90522035,"1"
"143",1358,"Arabica",1358.666,33.48638261,"1"
"144",1362,"Arabica",1362.526,34.44677999,"1"
"145",1366,"Arabica",1366.386,34.96829806,"1"
"146",1370,"Arabica",1370.246,36.62462303,"1"
"147",1374,"Arabica",1374.106,38.03923659,"1"
"148",1377,"Arabica",1377.966,38.14908524,"1"
"149",1381,"Arabica",1381.826,37.83610713,"1"
"150",1385,"Arabica",1385.686,37.10387345,"1"
"151",1389,"Arabica",1389.545,38.43657109,"1"
"152",1393,"Arabica",1393.405,39.83573327,"1"
"153",1397,"Arabica",1397.265,40.7633242,"1"
"154",1401,"Arabica",1401.125,41.43226376,"1"
"155",1404,"Arabica",1404.985,40.9899349,"1"
"156",1408,"Arabica",1408.845,41.91992334,"1"
"157",1412,"Arabica",1412.705,43.10164975,"1"
"158",1416,"Arabica",1416.565,41.3195882,"1"
"159",1420,"Arabica",1420.425,40.10773911,"1"
"160",1424,"Arabica",1424.285,40.24016008,"1"
"161",1428,"Arabica",1428.145,41.31366958,"1"
"162",1432,"Arabica",1432.005,40.85336302,"1"
"163",1435,"Arabica",1435.865,38.44163805,"1"
"164",1439,"Arabica",1439.725,37.92441402,"1"
"165",1443,"Arabica",1443.585,38.18023133,"1"
"166",1447,"Arabica",1447.445,37.81988998,"1"
"167",1451,"Arabica",1451.305,36.80883726,"1"
"168",1455,"Arabica",1455.165,36.11962985,"1"
"169",1459,"Arabica",1459.025,35.4191148,"1"
"170",1462,"Arabica",1462.885,35.15625526,"1"
"171",1466,"Arabica",1466.745,33.36256402,"1"
"172",1470,"Arabica",1470.605,31.28700497,"1"
"173",1474,"Arabica",1474.465,29.59732965,"1"
"174",1478,"Arabica",1478.325,28.26101787,"1"
"175",1482,"Arabica",1482.185,26.98449341,"1"
"176",1486,"Arabica",1486.045,26.28627567,"1"
"177",1489,"Arabica",1489.905,26.10916807,"1"
"178",1493,"Arabica",1493.765,25.31819196,"1"
"179",1497,"Arabica",1497.625,25.25592125,"1"
"180",1501,"Arabica",1501.485,25.3426966,"1"
"181",1505,"Arabica",1505.345,25.27068559,"1"
"182",1509,"Arabica",1509.205,26.4592753,"1"
"183",1513,"Arabica",1513.065,27.64117348,"1"
"184",1516,"Arabica",1516.925,28.28270276,"1"
"185",1520,"Arabica",1520.785,27.78056511,"1"
"186",1524,"Arabica",1524.645,28.00469958,"1"
"187",1528,"Arabica",1528.505,28.6548384,"1"
"188",1532,"Arabica",1532.365,28.01856217,"1"
"189",1536,"Arabica",1536.225,26.74225241,"1"
"190",1540,"Arabica",1540.085,26.47314505,"1"
"191",1543,"Arabica",1543.945,28.00394812,"1"
"192",1547,"Arabica",1547.805,28.59429962,"1"
"193",1551,"Arabica",1551.665,29.79033234,"1"
"194",1555,"Arabica",1555.525,30.31696748,"1"
"195",1559,"Arabica",1559.385,30.83787007,"1"
"196",1563,"Arabica",1563.245,32.4813988,"1"
"197",1567,"Arabica",1567.105,33.17542985,"1"
"198",1570,"Arabica",1570.965,34.00767882,"1"
"199",1574,"Arabica",1574.825,35.01603345,"1"
"200",1578,"Arabica",1578.685,36.9499966,"1"
"201",1582,"Arabica",1582.545,37.86847702,"1"
"202",1586,"Arabica",1586.405,38.69654646,"1"
"203",1590,"Arabica",1590.265,39.20445959,"1"
"204",1594,"Arabica",1594.125,40.7235471,"1"
"205",1597,"Arabica",1597.985,42.15842852,"1"
"206",1601,"Arabica",1601.845,42.4122348,"1"
"207",1605,"Arabica",1605.705,43.66223641,"1"
"208",1609,"Arabica",1609.565,45.78824326,"1"
"209",1613,"Arabica",1613.425,47.13223421,"1"
"210",1617,"Arabica",1617.285,47.12416142,"1"
"211",1621,"Arabica",1621.145,45.6981114,"1"
"212",1625,"Arabica",1625.005,43.27059152,"1"
"213",1628,"Arabica",1628.865,42.25298324,"1"
"214",1632,"Arabica",1632.725,43.6563679,"1"
"215",1636,"Arabica",1636.585,46.02747843,"1"
"216",1640,"Arabica",1640.445,47.79167678,"1"
"217",1644,"Arabica",1644.304,47.27534018,"1"
"218",1648,"Arabica",1648.164,45.64115098,"1"
"219",1652,"Arabica",1652.024,45.30557191,"1"
"220",1655,"Arabica",1655.884,47.76148969,"1"
"221",1659,"Arabica",1659.744,49.63511445,"1"
"222",1663,"Arabica",1663.604,47.46256024,"1"
"223",1667,"Arabica",1667.464,42.8412736,"1"
"224",1671,"Arabica",1671.324,40.05035645,"1"
"225",1675,"Arabica",1675.184,39.2996441,"1"
"226",1679,"Arabica",1679.044,39.03382168,"1"
"227",1682,"Arabica",1682.904,38.87713223,"1"
"228",1686,"Arabica",1686.764,39.39745513,"1"
"229",1690,"Arabica",1690.624,40.61943099,"1"
"230",1694,"Arabica",1694.484,41.60842667,"1"
"231",1698,"Arabica",1698.344,41.75945514,"1"
"232",1702,"Arabica",1702.204,44.52042138,"1"
"233",1706,"Arabica",1706.064,44.99736734,"1"
"234",1709,"Arabica",1709.924,43.58887278,"1"
"235",1713,"Arabica",1713.784,41.93867397,"1"
"236",1717,"Arabica",1717.644,36.46631616,"1"
"237",1721,"Arabica",1721.504,33.07146403,"1"
"238",1725,"Arabica",1725.364,31.61228551,"1"
"239",1729,"Arabica",1729.224,28.39944334,"1"
"240",1733,"Arabica",1733.084,25.18273653,"1"
"241",1736,"Arabica",1736.944,22.55446322,"1"
"242",1740,"Arabica",1740.804,20.20029267,"1"
"243",1744,"Arabica",1744.664,17.86218182,"1"
"244",1748,"Arabica",1748.524,16.34589975,"1"
"245",1752,"Arabica",1752.384,14.80227897,"1"
"246",1756,"Arabica",1756.244,13.82724608,"1"
"247",1760,"Arabica",1760.104,13.26375378,"1"
"248",1763,"Arabica",1763.964,12.77830563,"1"
"249",1767,"Arabica",1767.824,12.48862983,"1"
"250",1771,"Arabica",1771.684,12.29132594,"1"
"251",1775,"Arabica",1775.544,12.24658922,"1"
"252",1779,"Arabica",1779.404,11.93777632,"1"
"253",1783,"Arabica",1783.264,11.32425133,"1"
"254",1787,"Arabica",1787.124,10.54015999,"1"
"255",1790,"Arabica",1790.984,9.543177402,"1"
"256",1794,"Arabica",1794.844,8.423764636,"1"
"257",1798,"Arabica",1798.704,7.497397505,"1"
"258",1802,"Arabica",1802.564,6.676735276,"1"
"259",1806,"Arabica",1806.424,6.074067042,"1"
"260",1810,"Arabica",1810.284,5.679666809,"1"
"261",1814,"Arabica",1814.144,5.4282151,"1"
"262",1818,"Arabica",1818.004,5.219718085,"1"
"263",1821,"Arabica",1821.864,5.04472888,"1"
"264",1825,"Arabica",1825.724,4.952328339,"1"
"265",1829,"Arabica",1829.584,4.871249745,"1"
"266",1833,"Arabica",1833.444,4.787487377,"1"
"267",1837,"Arabica",1837.304,4.717866707,"1"
"268",1841,"Arabica",1841.164,4.68045848,"1"
"269",1845,"Arabica",1845.024,4.624185112,"1"
"270",1848,"Arabica",1848.884,4.573243507,"1"
"271",1852,"Arabica",1852.744,4.567017152,"1"
"272",1856,"Arabica",1856.604,4.530374695,"1"
"273",1860,"Arabica",1860.464,4.467982323,"1"
"274",1864,"Arabica",1864.324,4.417412868,"1"
"275",1868,"Arabica",1868.184,4.390396213,"1"
"276",1872,"Arabica",1872.044,4.357231926,"1"
"277",1875,"Arabica",1875.904,4.299970929,"1"
"278",1879,"Arabica",1879.764,4.271923704,"1"
"279",1883,"Arabica",1883.624,4.251176344,"1"
"280",1887,"Arabica",1887.484,4.219550754,"1"
"281",1891,"Arabica",1891.344,4.168709344,"1"
"282",1895,"Arabica",1895.204,4.129132627,"1"
"283",1899,"Arabica",1899.064,4.1053365,"1"
"284",1902,"Arabica",1902.924,4.078105142,"1"
"285",1906,"Arabica",1906.784,4.051911511,"1"
"286",1910,"Arabica",1910.644,4.042686486,"1"
"287",810,"Arabica",810.548,10.36424268,"2"
"288",814,"Arabica",814.408,10.56955401,"2"
"289",818,"Arabica",818.268,10.44887452,"2"
"290",822,"Arabica",822.128,10.10069637,"2"
"291",825,"Arabica",825.988,9.620371068,"2"
"292",829,"Arabica",829.848,8.882498747,"2"
"293",833,"Arabica",833.708,8.415528792,"2"
"294",837,"Arabica",837.568,8.210217462,"2"
"295",841,"Arabica",841.428,7.916430496,"2"
"296",845,"Arabica",845.288,7.806150957,"2"
"297",849,"Arabica",849.148,7.746733819,"2"
"298",853,"Arabica",853.008,7.739054494,"2"
"299",856,"Arabica",856.867,7.825141034,"2"
"300",860,"Arabica",860.727,7.725532795,"2"
"301",864,"Arabica",864.587,7.602953831,"2"
"302",868,"Arabica",868.447,7.58185073,"2"
"303",872,"Arabica",872.307,7.518337323,"2"
"304",876,"Arabica",876.167,7.43630458,"2"
"305",880,"Arabica",880.027,7.4729433,"2"
"306",883,"Arabica",883.887,7.561754,"2"
"307",887,"Arabica",887.747,7.512576355,"2"
"308",891,"Arabica",891.607,7.43891194,"2"
"309",895,"Arabica",895.467,7.404399221,"2"
"310",899,"Arabica",899.327,7.229230628,"2"
"311",903,"Arabica",903.187,7.021991503,"2"
"312",907,"Arabica",907.047,6.951435864,"2"
"313",910,"Arabica",910.907,7.010480185,"2"
"314",914,"Arabica",914.767,7.030378708,"2"
"315",918,"Arabica",918.627,6.918895772,"2"
"316",922,"Arabica",922.487,6.771264914,"2"
"317",926,"Arabica",926.347,6.698433438,"2"
"318",930,"Arabica",930.207,6.788380287,"2"
"319",934,"Arabica",934.067,6.920205352,"2"
"320",937,"Arabica",937.927,6.981216401,"2"
"321",941,"Arabica",941.787,7.044445476,"2"
"322",945,"Arabica",945.647,7.176119526,"2"
"323",949,"Arabica",949.507,7.361769472,"2"
"324",953,"Arabica",953.367,7.554218611,"2"
"325",957,"Arabica",957.227,7.815138681,"2"
"326",961,"Arabica",961.087,8.169803379,"2"
"327",964,"Arabica",964.947,8.502066015,"2"
"328",968,"Arabica",968.807,8.759833657,"2"
"329",972,"Arabica",972.667,9.070481159,"2"
"330",976,"Arabica",976.527,9.444034471,"2"
"331",980,"Arabica",980.387,9.633328822,"2"
"332",984,"Arabica",984.247,9.672459282,"2"
"333",988,"Arabica",988.107,9.819816427,"2"
"334",991,"Arabica",991.967,10.04948829,"2"
"335",995,"Arabica",995.827,10.24204715,"2"
"336",999,"Arabica",999.687,10.4445069,"2"
"337",1003,"Arabica",1003.547,10.72515442,"2"
"338",1007,"Arabica",1007.407,11.18138583,"2"
"339",1011,"Arabica",1011.267,11.78693639,"2"
"340",1015,"Arabica",1015.127,12.37003769,"2"
"341",1018,"Arabica",1018.987,13.06142586,"2"
"342",1022,"Arabica",1022.847,13.6887992,"2"
"343",1026,"Arabica",1026.707,14.15727694,"2"
"344",1030,"Arabica",1030.567,15.02581222,"2"
"345",1034,"Arabica",1034.427,15.79491387,"2"
"346",1038,"Arabica",1038.287,16.34178467,"2"
"347",1042,"Arabica",1042.147,17.13717819,"2"
"348",1046,"Arabica",1046.007,17.10559964,"2"
"349",1049,"Arabica",1049.867,16.85685511,"2"
"350",1053,"Arabica",1053.727,17.45251422,"2"
"351",1057,"Arabica",1057.587,17.81865838,"2"
"352",1061,"Arabica",1061.447,17.73162328,"2"
"353",1065,"Arabica",1065.307,18.10490288,"2"
"354",1069,"Arabica",1069.167,18.62206983,"2"
"355",1073,"Arabica",1073.027,19.07148788,"2"
"356",1076,"Arabica",1076.887,19.35682983,"2"
"357",1080,"Arabica",1080.747,19.89428228,"2"
"358",1084,"Arabica",1084.607,20.41288269,"2"
"359",1088,"Arabica",1088.467,20.24842669,"2"
"360",1092,"Arabica",1092.327,20.33281549,"2"
"361",1096,"Arabica",1096.187,20.17185642,"2"
"362",1100,"Arabica",1100.047,19.69373263,"2"
"363",1103,"Arabica",1103.907,19.2941765,"2"
"364",1107,"Arabica",1107.767,18.57651417,"2"
"365",1111,"Arabica",1111.627,18.29897189,"2"
"366",1115,"Arabica",1115.487,18.29320856,"2"
"367",1119,"Arabica",1119.347,18.5967572,"2"
"368",1123,"Arabica",1123.207,18.68190816,"2"
"369",1127,"Arabica",1127.067,18.42679153,"2"
"370",1130,"Arabica",1130.927,18.10791255,"2"
"371",1134,"Arabica",1134.786,17.625184,"2"
"372",1138,"Arabica",1138.646,17.65401715,"2"
"373",1142,"Arabica",1142.506,17.63245865,"2"
"374",1146,"Arabica",1146.366,17.64856411,"2"
"375",1150,"Arabica",1150.226,17.8029281,"2"
"376",1154,"Arabica",1154.086,17.95513422,"2"
"377",1157,"Arabica",1157.946,17.9248912,"2"
"378",1161,"Arabica",1161.806,17.64484656,"2"
"379",1165,"Arabica",1165.666,17.46859845,"2"
"380",1169,"Arabica",1169.526,17.44198096,"2"
"381",1173,"Arabica",1173.386,16.88771517,"2"
"382",1177,"Arabica",1177.246,16.45239927,"2"
"383",1181,"Arabica",1181.106,16.47387991,"2"
"384",1184,"Arabica",1184.966,16.33433895,"2"
"385",1188,"Arabica",1188.826,15.91541285,"2"
"386",1192,"Arabica",1192.686,15.64676626,"2"
"387",1196,"Arabica",1196.546,15.49505801,"2"
"388",1200,"Arabica",1200.406,15.09016446,"2"
"389",1204,"Arabica",1204.266,14.9983146,"2"
"390",1208,"Arabica",1208.126,14.91271414,"2"
"391",1211,"Arabica",1211.986,14.9712358,"2"
"392",1215,"Arabica",1215.846,15.1344011,"2"
"393",1219,"Arabica",1219.706,14.91722333,"2"
"394",1223,"Arabica",1223.566,14.78885509,"2"
"395",1227,"Arabica",1227.426,14.92851521,"2"
"396",1231,"Arabica",1231.286,15.12958751,"2"
"397",1235,"Arabica",1235.146,15.6160643,"2"
"398",1239,"Arabica",1239.006,16.05395216,"2"
"399",1242,"Arabica",1242.866,16.19180247,"2"
"400",1246,"Arabica",1246.726,16.40978722,"2"
"401",1250,"Arabica",1250.586,16.70107183,"2"
"402",1254,"Arabica",1254.446,17.00288498,"2"
"403",1258,"Arabica",1258.306,17.17957788,"2"
"404",1262,"Arabica",1262.166,17.44166241,"2"
"405",1266,"Arabica",1266.026,17.7210853,"2"
"406",1269,"Arabica",1269.886,17.67884017,"2"
"407",1273,"Arabica",1273.746,17.91811089,"2"
"408",1277,"Arabica",1277.606,18.20332188,"2"
"409",1281,"Arabica",1281.466,18.13925987,"2"
"410",1285,"Arabica",1285.326,18.27673972,"2"
"411",1289,"Arabica",1289.186,17.99402872,"2"
"412",1293,"Arabica",1293.046,17.62648532,"2"
"413",1296,"Arabica",1296.906,17.21511348,"2"
"414",1300,"Arabica",1300.766,16.86937398,"2"
"415",1304,"Arabica",1304.626,16.63214078,"2"
"416",1308,"Arabica",1308.486,16.36477545,"2"
"417",1312,"Arabica",1312.346,16.18783362,"2"
"418",1316,"Arabica",1316.206,15.77511445,"2"
"419",1320,"Arabica",1320.066,15.2893019,"2"
"420",1323,"Arabica",1323.926,15.04326737,"2"
"421",1327,"Arabica",1327.786,15.15904597,"2"
"422",1331,"Arabica",1331.646,15.15240958,"2"
"423",1335,"Arabica",1335.506,14.94380189,"2"
"424",1339,"Arabica",1339.366,14.97860484,"2"
"425",1343,"Arabica",1343.226,15.21003225,"2"
"426",1347,"Arabica",1347.086,15.25245553,"2"
"427",1350,"Arabica",1350.946,15.31791915,"2"
"428",1354,"Arabica",1354.806,15.77488675,"2"
"429",1358,"Arabica",1358.666,16.43319801,"2"
"430",1362,"Arabica",1362.526,17.04457561,"2"
"431",1366,"Arabica",1366.386,17.64409975,"2"
"432",1370,"Arabica",1370.246,18.10511171,"2"
"433",1374,"Arabica",1374.106,18.46833114,"2"
"434",1377,"Arabica",1377.966,19.15313601,"2"
"435",1381,"Arabica",1381.826,19.20936651,"2"
"436",1385,"Arabica",1385.686,18.97627322,"2"
"437",1389,"Arabica",1389.545,19.82470588,"2"
"438",1393,"Arabica",1393.405,20.24201093,"2"
"439",1397,"Arabica",1397.265,20.19998996,"2"
"440",1401,"Arabica",1401.125,20.18193546,"2"
"441",1404,"Arabica",1404.985,20.15093855,"2"
"442",1408,"Arabica",1408.845,20.15353293,"2"
"443",1412,"Arabica",1412.705,20.21871222,"2"
"444",1416,"Arabica",1416.565,20.10489092,"2"
"445",1420,"Arabica",1420.425,19.6762468,"2"
"446",1424,"Arabica",1424.285,19.83460677,"2"
"447",1428,"Arabica",1428.145,19.53758479,"2"
"448",1432,"Arabica",1432.005,18.95557833,"2"
"449",1435,"Arabica",1435.865,18.43227878,"2"
"450",1439,"Arabica",1439.725,18.18562604,"2"
"451",1443,"Arabica",1443.585,17.89350968,"2"
"452",1447,"Arabica",1447.445,17.52474754,"2"
"453",1451,"Arabica",1451.305,17.46283394,"2"
"454",1455,"Arabica",1455.165,17.40109495,"2"
"455",1459,"Arabica",1459.025,16.68100695,"2"
"456",1462,"Arabica",1462.885,15.68424028,"2"
"457",1466,"Arabica",1466.745,14.90476818,"2"
"458",1470,"Arabica",1470.605,14.27282665,"2"
"459",1474,"Arabica",1474.465,13.42007592,"2"
"460",1478,"Arabica",1478.325,12.62952903,"2"
"461",1482,"Arabica",1482.185,12.06026678,"2"
"462",1486,"Arabica",1486.045,11.62088176,"2"
"463",1489,"Arabica",1489.905,11.48527779,"2"
"464",1493,"Arabica",1493.765,11.38092085,"2"
"465",1497,"Arabica",1497.625,11.39578162,"2"
"466",1501,"Arabica",1501.485,11.47700031,"2"
"467",1505,"Arabica",1505.345,11.47691654,"2"
"468",1509,"Arabica",1509.205,11.82648332,"2"
"469",1513,"Arabica",1513.065,12.24168478,"2"
"470",1516,"Arabica",1516.925,12.45026534,"2"
"471",1520,"Arabica",1520.785,12.7498994,"2"
"472",1524,"Arabica",1524.645,13.09538525,"2"
"473",1528,"Arabica",1528.505,13.04778264,"2"
"474",1532,"Arabica",1532.365,12.88572517,"2"
"475",1536,"Arabica",1536.225,12.70151576,"2"
"476",1540,"Arabica",1540.085,12.78544917,"2"
"477",1543,"Arabica",1543.945,13.39326966,"2"
"478",1547,"Arabica",1547.805,13.86940903,"2"
"479",1551,"Arabica",1551.665,14.50392371,"2"
"480",1555,"Arabica",1555.525,15.30496139,"2"
"481",1559,"Arabica",1559.385,16.10810385,"2"
"482",1563,"Arabica",1563.245,16.80524,"2"
"483",1567,"Arabica",1567.105,17.13494247,"2"
"484",1570,"Arabica",1570.965,17.57869984,"2"
"485",1574,"Arabica",1574.825,18.17488986,"2"
"486",1578,"Arabica",1578.685,19.33205637,"2"
"487",1582,"Arabica",1582.545,20.13610727,"2"
"488",1586,"Arabica",1586.405,20.66789549,"2"
"489",1590,"Arabica",1590.265,21.57455133,"2"
"490",1594,"Arabica",1594.125,22.45926286,"2"
"491",1597,"Arabica",1597.985,23.0676296,"2"
"492",1601,"Arabica",1601.845,23.64810349,"2"
"493",1605,"Arabica",1605.705,23.97965235,"2"
"494",1609,"Arabica",1609.565,24.36978777,"2"
"495",1613,"Arabica",1613.425,24.81812512,"2"
"496",1617,"Arabica",1617.285,25.00888951,"2"
"497",1621,"Arabica",1621.145,24.13442809,"2"
"498",1625,"Arabica",1625.005,23.40534174,"2"
"499",1628,"Arabica",1628.865,23.1375977,"2"
"500",1632,"Arabica",1632.725,22.52075763,"2"
"501",1636,"Arabica",1636.585,22.54883217,"2"
"502",1640,"Arabica",1640.445,22.89626351,"2"
"503",1644,"Arabica",1644.304,23.22022979,"2"
"504",1648,"Arabica",1648.164,23.31256691,"2"
"505",1652,"Arabica",1652.024,22.90579866,"2"
"506",1655,"Arabica",1655.884,24.1300758,"2"
"507",1659,"Arabica",1659.744,24.23411419,"2"
"508",1663,"Arabica",1663.604,23.25646029,"2"
"509",1667,"Arabica",1667.464,22.15517859,"2"
"510",1671,"Arabica",1671.324,21.05264394,"2"
"511",1675,"Arabica",1675.184,20.00207362,"2"
"512",1679,"Arabica",1679.044,19.36613375,"2"
"513",1682,"Arabica",1682.904,19.34792824,"2"
"514",1686,"Arabica",1686.764,19.60612769,"2"
"515",1690,"Arabica",1690.624,19.72111581,"2"
"516",1694,"Arabica",1694.484,20.10111084,"2"
"517",1698,"Arabica",1698.344,21.3874632,"2"
"518",1702,"Arabica",1702.204,21.93597628,"2"
"519",1706,"Arabica",1706.064,22.30252158,"2"
"520",1709,"Arabica",1709.924,22.1835941,"2"
"521",1713,"Arabica",1713.784,20.38423948,"2"
"522",1717,"Arabica",1717.644,18.37251714,"2"
"523",1721,"Arabica",1721.504,16.70725752,"2"
